Chr	Mb_NCBI38	cM
UNC19971439	11	79513249	46.7967
UNC8267931	4	134374378	66.6503
UNC3836780	2	118906260	59.715
UNC11093522	6	53036945	25.752
UNC18447005	10	92974733	47.5464
JAX00445421	17	71253439	41.874
UNC9182400	5	52300051	27.7942
JAX00561117	4	106424337	49.642
UNC13430082	7	96528822	52.6447
UNC24106278	14	62966092	33.233
UNC16238840	9	41986842	23.5532
UNC27753023	17	29910176	15.585
UNC529906	1	41781418	20.2629
UNC6511694	3	148939324	74.235
UNC16563921	9	68739644	37.6529
UNC27727524	17	27754291	14.592
UNC23438022	13	115188687	64.6226
UNC10086328	5	125130863	64.0258
JAX00026357	11	37931132	23.575
backupUNC130297246	13	57123214	30.499
UNC12009432	6	124181314	59.1096
UNC15582926	8	117047244	63.5358
JAX00025135	11	21279374	13.895
UNC10021904	5	119433387	60.2785
UNC5273993	3	53003701	24.097
UNC23676333	14	21491735	11.7247
UNC9793754	5	101654222	48.8281
UNC26456577	16	21885663	12.92
UNC8917332	5	32963099	17.3965
UNC29851182	19	6223326	4.3495
UNC23723485	14	25300149	14.551
UNC30309613	19	40308944	34.2462
UNC31303071	X	127870077	49.9675
UNC5044348	3	36481201	17.4673
JAX00355309	13	37489267	16.0339
JAX00676399	8	92273517	44.8422
UNC13080641	7	70470763	38.6942
UNC12404061	7	7091900	4.1141
UNC5270941	3	52811668	24.097
JAX00024274	11	9716170	6.126
UNC22747346	13	63718429	32.8243
UNC13065001	7	69132603	37.9839
UNC7292268	4	55637634	30.0077
UNC22620883	13	53621646	28.193
JAX00104305	3	10688021	2.7818
UNC21341292	12	69542094	28.9033
UNC7119512	4	41176874	21.1009
UNC27114975	16	73718823	42.1318
JAX00175147	9	104379964	56.612
UNC13721010	7	119010463	63.7424
UNC4508666	2	171413370	93.8949
UNC24150927	14	66573515	34.598
UNC18388567	10	88593972	44.0643
UNC24596497	14	99514258	49.459
UNC10031771	5	120248930	60.5962
JAX00511486	2	170097802	89.914
UNC29945134	19	15530113	10.4115
UNC29408132	18	62129608	35.0437
UNC9605211	5	84675645	43.004
UNC21392101	12	73085277	30.3578
UNC13963134	7	138054099	82.949
UNC090108723	9	56864230	30.3222
UNC20910479	12	37000019	16.837
UNC21788875	12	104125622	53.3876
UNC26124779	15	92641826	46.6215
JAX00132772	5	88854679	44.0619
JAX00024488	11	12590305	7.7521
JAX00649825	7	105207213	55.7863
UNC27423537	16	93597206	54.5235
UNC21815377	12	105829413	56.1189
UNC16768245	9	83703650	45.5655
UNC030323436	3	129645016	58.3485
UNC11697012	6	100052440	46.5171
UNC1854486	1	144902324	63.056
UNC20895730	12	36025491	16.2845
JAX00670213	8	61626795	31.429
UNC7350679	4	59855955	32.8121
UNC3052963	2	51961480	29.982
UNC21393934	12	73267346	30.413
UNC020543576	2	157409147	78.3387
UNC231492	1	20394846	6.369
UNC4914130	3	27232274	10.821
UNC22985999	13	84628817	44.6596
UNC16917980	9	95512533	50.1326
UNC20801732	12	29163776	11.859
UNC9184776	5	52455872	28.0897
UNC14318579	8	23802851	11.59
backupUNC040437864	4	41645848	21.8029
JAX00368930	13	104128714	56.2595
UNC19049605	11	8978789	5.7246
UNC17062023	9	105601540	56.769
UNC21072198	12	48941580	21.776
JAX00112120	3	116142888	50.1813
UNC040532408	4	91094285	42.361
UNC27720286	17	27081899	13.7087
UNC11850399	6	111060313	51.5626
UNC3302788	2	71378661	42.385
UNC9529275	5	78531267	42.215
UNC24504628	14	93239718	45.803
UNC010586869	1	93673229	47.2732
UNC22813461	13	70607086	35.97
UNC11119915	6	54797276	27.1378
UNC8616959	5	9339039	3.694
UNC200046565	X	153533292	68.464
JAX00056104	14	94665576	46.592
UNC14551529	8	38937969	23.893
UNC25447583	15	41788150	16.382
UNC15290790	8	94927206	47.0314
backupUNC040498034	4	44293038	23.4237
UNC25094716	15	15626595	7.778
UNC22895777	13	76817239	40.977
UNC18365890	10	86704272	43.0641
UNC26804026	16	50388614	31.4928
UNC30230086	19	34306744	29.5077
UNC9339483	5	64400199	32.8183
UNC7747729	4	93065530	43.2241
UNC16783167	9	84957649	45.88
UNC090504281	9	112427611	62.762
UNC1890675	1	147630747	63.32
UNC17183203	9	115104585	67.1738
UNC30086534	19	23945418	18.9586
UNC7194639	4	47670889	26.0551
UNC12298910	6	144504943	76.922
UNC23950280	14	46474501	24.0301
UNC17404314	10	9859382	3.2659
UNC9537526	5	79123878	42.215
JAX00545368	4	12555306	5.58
UNC9030003	5	41245409	22.446
UNC9766871	5	99745481	48.461
UNC10582802	6	12945807	5.3687
UNC19714672	11	58569619	36.192
UNC19193191	11	18828907	11.0426
UNC_rs47875719	18	13623457	7.6486
UNC5851504	3	101355829	44.301
UNC26181231	15	97150794	52.8601
UNC23949725	14	46407400	23.9716
JAX00379362	14	48009641	24.599
UNC17427216	10	11839722	3.657
UNC13215182	7	80277810	45.601
UNC23193172	13	98897107	52.254
UNC19142213	11	15322101	8.716
UNC28587696	17	90381205	59.8753
UNC23718948	14	24962479	14.551
JAX00509923	2	162697213	83.417
UNC150312277	15	44678367	16.911
UNC11983610	6	121486639	57.3688
UNC21611722	12	91878123	45.018
backupUNC150389628	15	76505317	35.9904
UNC7817684	4	98887813	45.598
UNC27226263	16	80854705	45.893
UNC13767034	7	123346707	67.417
UNC27299461	16	85569471	47.7479
JAX00020922	10	92274533	46.8351
UNC22881729	13	75795838	40.952
JAX00330269	12	34829045	15.5619
UNC8327379	4	138408221	70.2477
UNC3792842	2	115123416	57.9925
UNC26133218	15	93426575	47.587
UNC30455151	19	50489102	45.048
UNC29309185	18	55762759	29.7895
UNC30881185	X	61446885	34.5449
JAX00032112	11	115311873	80.844
UNC30570564	19	57842558	53.686
UNC5270691	3	52788119	24.097
UNC892865	1	70654212	35.4252
UNC11597356	6	92659819	41.108
backupUNC040003533	4	7723407	3.48
UNC30159169	19	28653417	23.305
backupUNC070886038	7	6392049	3.7054
UNC16646037	9	74944821	42.1047
UNC11025236	6	47640957	22.937
UNC8966693	5	36979196	19.5209
UNC5614480	3	79877730	35.1255
UNC22655167	13	56353481	30.058
UNC010411561	1	183577007	86.597
UNC28594070	17	90806468	60.343
UNC27424733	16	93666129	54.5649
JAX00181485	X	85822253	39.3403
UNC20756286	12	26122643	9.6778
UNC7554909	4	77980228	37.323
UNC16675916	9	77301174	42.671
UNC7223984	4	50311531	27.149
UNC16329954	9	49028761	26.5736
UNC19803192	11	64963502	40.418
UNC060138179	6	86812006	37.751
UNC27056924	16	69891999	40.1262
JAX00026387	11	38337496	23.6048
UNC5927835	3	108460686	47.1453
UNC020296673	2	174864238	98.1486
UNC24176426	14	68345293	35.484
JAX00352790	13	24701265	10.5994
UNC16614618	9	72650794	40.08
UNC170455710	17	65328742	34.901
UNC8154961	4	125658003	59.2236
UNC120410712	12	60828999	26.435
JAX00675517	8	89344507	43.51
JAX00322023	11	112619668	75.933
JAX00098744	2	112457989	57.02
UNC12041319	6	126848048	61.922
UNC25348656	15	34365439	14.087
UNC24080207	14	60828150	31.9999
UNC19364142	11	32474967	18.9472
UNC16217864	9	40585392	21.419
UNC110015701	11	12885661	7.915
UNC31132654	X	99033792	43.19
UNC20812714	12	29926684	12.997
UNC020363748	2	8889070	5.796
UNC20319200	11	106656409	69.9291
JAX00442175	17	54632086	28.4081
JAX00352673	13	24178717	10.1776
UNC19183450	11	18101095	10.5164
UNC9102966	5	46726989	25.9331
UNC11919336	6	116640774	53.8285
UNC21802988	12	104965965	54.9927
UNC9550582	5	80164539	42.215
backupUNC140104438	14	25645526	15.063
UNC12611678	7	35232828	21.1998
UNC040316624	4	136423942	68.7437
JAX00506379	2	146141908	71.3201
UNC30590753	19	59597079	56.278
UNC3822105	2	117694471	59.2761
backupUNC200105073	X	81886385	38.38
UNC28689844	18	8235046	4.65
UNC8297132	4	136259125	68.343
UNC7115460	4	40807060	20.463
backupUNC160014695	16	7247559	3.402
UNC3938202	2	128128545	62.2308
UNC5986142	3	112934563	49.2353
UNC16966091	9	99046321	51.406
JAX00693467	9	48509270	26.4321
UNC25155582	15	19870017	8.233
JAX00660129	8	8270413	2.92
UNC13851425	7	130213172	73.187
UNC3375878	2	77431296	45.937
UNC10589994	6	13476404	5.6619
JAX00251419	1	55427912	28.1545
UNC18155120	10	68247217	35.2579
JAX00021110	10	94789369	49.0918
JAX00160318	8	31749641	18.754
UNC21633067	12	93203657	45.2081
UNC7686750	4	87872188	41.164
UNC11891600	6	114016192	52.9263
UNC3526191	2	92755148	51.3054
JAX00625532	6	127652950	62.4545
UNC22615038	13	53196751	27.68
UNC27730871	17	28060830	14.6197
UNC8993756	5	38614481	20.7228
UNC5072216	3	38347929	18.461
UNC21784630	12	103654327	52.98
JAX00352522	13	23164023	9.546
UNC2372465	1	186054886	89.7772
UNC8413922	4	145383491	78.1817
UNC16325967	9	48696715	26.4769
UNC040317032	4	139206882	70.5931
UNC25811353	15	68837989	30.216
UNC12146823	6	134913687	65.774
JAX00150231	7	37020607	23.6547
JAX00332343	12	44842945	20.706
UNC19655059	11	54543049	32.133
UNC16503385	9	63839543	34.3353
UNC10002797	5	117802314	57.3367
UNC10425024	5	148959743	89.1249
UNC26123708	15	92556412	46.613
JAX00445822	17	72290706	44.579
UNC10111846	5	126792846	65.2347
UNC22461792	13	39399324	18.9754
UNC6278482	3	132950589	61.5354
UNC29195561	18	47301605	25.1179
UNC020538069	2	154006866	76.1424
UNC26123795	15	92562580	46.613
UNC090108913	9	57180844	30.887
UNC16759840	9	83115671	45.2955
UNC23969624	14	48092335	24.599
UNC070814219	7	97791574	53.573
UNC2419208	1	189987372	95.4145
UNC030661179	3	52246072	23.1693
UNC6339192	3	137466515	63.7219
UNC020139805	2	113782183	57.4485
UNC24175186	14	68249863	35.484
UNC20575747	12	6833672	2.894
UNC12615102	7	35456958	21.367
UNC21680204	12	96000289	46.6575
UNC3458557	2	85247197	49.6267
UNC27979969	17	49731591	25.8453
UNC16471322	9	61213376	33.2063
UNC7277789	4	54511823	29.251
UNC11659971	6	97069173	44.8687
UNC19886714	11	71318064	43.3359
JAX00111328	3	105257415	46.2205
JAX00517938	3	29104155	12.569
UNC15245016	8	91851603	44.554
UNC16217564	9	40572204	21.419
UNC2444046	1	192409678	97.4447
UNC13219961	7	80675886	45.6698
UNC11725924	6	101902807	47.502
UNC9949419	5	114039669	55.9429
UNC26369631	16	13746126	9.5447
UNC2689711	2	20353972	14.539
UNC551425	1	43300011	22.7998
JAX00015277	10	16120090	6.0628
UNC19616943	11	51521899	31.053
UNC19883785	11	71131322	43.2123
JAX00153378	7	80404609	45.654
UNC22857435	13	73465901	39.9656
JAX00122955	4	107081596	50.0015
JAX00342700	12	97916303	48.686
UNC5722694	3	87786158	38.6572
UNC12802239	7	49957654	31.7662
UNC23433513	13	114960174	64.615
UNC19943114	11	76760175	46.0406
JAX00592609	5	112796470	54.9307
JAX00256003	1	77264668	39.511
UNC29649339	18	77480186	52.2899
UNC4191402	2	148306090	73.4254
UNC27001941	16	65791836	37.3111
UNC15221859	8	90243208	43.96
UNC27393934	16	91747423	53.287
UNC10461224	5	151339389	89.9992
UNC160449065	16	17897413	11.0897
JAX00253313	1	64650709	32.737
UNC24166386	14	67675894	34.658
JAX00251228	1	54686564	27.8175
UNC1732940	1	135400070	58.6644
UNC4847189	3	21773036	7.584
JAX00164557	8	88653488	43.51
JAX00363501	13	75104841	40.6359
UNC4436854	2	166622825	87.2068
UNC15212083	8	89643154	43.8278
UNC1309269	1	103778305	49.2747
UNC20171930	11	94754222	58.9292
JAX00341590	12	91952461	45.018
UNC15401490	8	102732536	52.3051
UNC8250659	4	132985990	66.1416
UNC2198282	1	171376321	79.3764
UNC8907138	5	31968783	17.33
UNC26920898	16	59714953	35.011
JAX00704175	9	103545988	55.5651
UNC23758770	14	28635562	16.796
JAX00119661	4	63028263	33.9551
backupUNC130032318	13	22098537	8.1865
UNC3125032	2	57798985	32.338
JAX00247915	1	39417897	18.304
JAX00304273	11	12873253	7.915
UNC23940259	14	45576722	23.0935
UNC7764002	4	94458902	43.3132
UNC18858283	10	121040750	68.984
UNC15231886	8	90918779	44.248
UNC180267595	18	42411388	22.598
UNC19928810	11	75563860	45.916
UNC030558559	3	140374071	65.2679
backupUNC120008313	12	12602500	5.7813
UNC31108187	X	95052503	41.8505
UNC8995230	5	38707730	20.8127
UNC15136886	8	84292301	40.8313
JAX00241881	1	11184476	2.567
UNC18443563	10	92606835	47.1651
UNC17458868	10	13958541	5.143
UNC2547968	2	9470893	6.3554
JAX00310445	11	49338276	29.3787
UNC30382562	19	45332377	38.754
JAX00035747	12	47352347	21.4969
JAX00306700	11	29036920	16.4378
UNC13801469	7	126224552	69.012
UNC11954935	6	119094007	56.482
JAX00125402	4	140989988	73.2958
JAX00014811	10	9905430	3.289
UNC22841215	13	72395207	38.9774
UNC070520944	7	74087535	42.3331
UNC15483018	8	109771219	57.2536
UNC20089967	11	89426385	54.342
UNC29964258	19	16852294	12.255
UNC17183260	9	115107639	67.2012
UNC22271917	13	24198060	10.1932
UNC6301787	3	134907525	62.5046
UNC5093504	3	39636407	19.0567
UNC16777374	9	84422968	45.8658
UNC12632505	7	36471904	22.1098
JAX00108714	3	69965893	32.3884
UNC963161	1	75998218	39.162
UNC4338916	2	159932147	80.5646
UNC17084666	9	107363973	58.0122
UNC21993928	12	117491269	63.064
UNC24184469	14	68864291	35.8483
UNC8521188	4	154996667	86.167
UNC6229155	3	129683801	58.5232
UNC19139554	11	15071623	8.623
UNC12563949	7	29950861	17.261
JAX00100705	2	138741085	68.5053
JAX00596483	5	127945529	66.6063
UNC26665065	16	38072561	26.538
UNC7688566	4	88036396	41.3386
UNC17083201	9	107255912	57.983
UNC19192769	11	18794129	11
JAX00174792	9	99685479	51.9996
UNC27355614	16	89174095	51.424
UNC16930806	9	96481124	50.6378
UNC23420905	13	114118164	64.1178
JAX00627806	6	137117434	66.7369
JAX00185476	X	143656721	64.6618
UNC25833423	15	70377272	32.1816
UNC13051836	7	68265802	37.4864
UNC12613387	7	35363284	21.367
JAX00392665	15	7159347	3.4759
UNC6227620	3	129583934	58.0734
UNC24093641	14	62148352	33.163
JAX00498173	2	102882839	54.129
UNC30312674	19	40509486	34.2512
UNC8267255	4	134334519	66.6019
UNC30092955	19	24303170	19.4507
UNC20323033	11	107008407	70.0903
UNC27833067	17	36638254	19.159
UNC3035816	2	50852212	29.2492
UNC24984364	15	7057199	3.4246
UNC8952548	5	35933618	19.084
UNC11891939	6	114036106	52.9321
UNC9861364	5	106339826	51.4318
UNC28235168	17	67781860	38.8448
JAX00647000	7	92346459	51.415
UNC3760201	2	111909005	56.753
UNC21117106	12	52769445	22.2318
UNC10840382	6	32824725	13.9852
UNC7383428	4	64397310	34.056
UNC13081192	7	70511686	38.698
UNC11897195	6	114366484	53.049
UNC010114763	1	66345740	33.554
UNC23382410	13	111873053	63.63
UNC6052456	3	117753108	51.211
UNC4172668	2	146897011	72.627
UNC30342229	19	42413794	36.2957
JAX00510746	2	166458584	86.8762
JAX00479250	19	48001485	40.7749
backupUNC060378852	6	54025851	26.5147
UNC6634060	3	159528964	82.4865
UNC13336085	7	89835648	50.3652
UNC8435974	4	149493848	79.5648
UNC17063480	9	105694710	57.0096
UNC27742149	17	29123801	15.139
UNC29824296	19	3151739	2.9251
UNC3943914	2	128581307	62.631
UNC8539401	4	156254732	88.6454
JAX00110173	3	89444893	39.1253
UNC29235561	18	50175990	27.2611
UNC2170834	1	169539236	76.838
UNC3920196	2	126588272	61.759
UNC26888446	16	56658423	34.2073
JAX00634659	7	30751729	19.2358
UNC13164435	7	76227108	43.874
JAX00034297	12	27931089	10.3849
UNC14435701	8	31971929	18.8216
UNC19103178	11	12769954	7.915
UNC12223145	6	139555315	69.6759
UNC6209486	3	128224356	56.7928
UNC12402068	7	6872906	3.9862
UNC140382589	14	124268155	66.3421
UNC4798248	3	18476376	5.1079
UNC16061453	9	28683484	14.3596
UNC12128122	6	133757157	64.027
JAX00086690	19	8472153	5.4332
JAX00381082	14	58855092	31.224
UNC12203133	6	138196043	68.5545
JAX00474494	19	26264632	20.9681
UNC4367248	2	162066333	82.4995
UNC140232396	14	68756379	35.686
UNC12805512	7	50191221	32.0456
JAX00461364	18	61492656	34.618
UNC13226115	7	81158993	45.707
UNC26700109	16	41476176	28.2181
UNC21758880	12	101741189	51.2925
JAX00493173	2	74065903	43.9276
UNC29449238	18	64829974	37.566
UNC20717435	12	17743941	8.1325
UNC21872104	12	109740691	60.561
UNC28280781	17	70600463	41.874
JAX00043705	13	38050656	17.9182
JAX00371107	13	114216438	64.118
UNC31175891	X	105686393	47.0589
UNC28556490	17	88507578	58.0204
UNC20179200	11	95351819	59.006
UNC010274154	1	133740276	57.9554
UNC2122853	1	166173512	73.5304
UNC26999816	16	65622773	37.285
JAX00123790	4	118700866	55.099
UNC20097636	11	89955307	54.6681
UNC3284254	2	70021887	41.0091
JAX00081457	18	25788045	14.459
UNC17550619	10	20918176	9.754
UNC7050896	4	35375524	17.3577
UNC15316279	8	97017431	48.34
JAX00095632	2	70204570	41.086
UNC28349947	17	74969854	46.0887
UNC8911672	5	32366875	17.33
UNC23480108	13	117988253	66.6776
UNC16990409	9	100720036	52.8739
UNC22387175	13	33973965	14.0077
UNC25944543	15	79159763	37.695
UNC15227496	8	90638451	44.0951
UNC26241894	15	102849937	57.933
UNC6286119	3	133540430	61.9019
UNC3881386	2	123393661	60.692
UNC19433045	11	37625397	23.363
UNC26059892	15	88184602	43.064
JAX00365728	13	89912164	45.496
JAX00102699	2	165377515	85.534
backupUNC190023474	19	23162094	17.9318
UNC030404303	3	38144509	18.461
UNC21689506	12	96592402	46.733
UNC3709115	2	106869609	55.9191
UNC19883178	11	71048500	43.208
JAX00052974	14	52205472	26.8451
UNC24596953	14	99560679	49.459
UNC11729970	6	102185985	47.5288
JAX00037708	12	73631813	30.9822
UNC21144739	12	54720083	23.465
UNC8990259	5	38380966	20.4663
UNC30274954	19	37499231	32.3034
UNC2086653	1	163445150	70.7366
UNC7275164	4	54297288	29.1858
backupUNC120679525	12	14768438	7.031
UNC26024901	15	85771542	40.425
UNC28037400	17	54197003	28.1862
UNC30748057	X	37030812	21.4447
JAX00345313	12	108066598	59.2021
UNC30107716	19	25129859	20.0931
UNC20411291	11	112526637	75.933
UNC15462062	8	108057683	55.112
UNC23423951	13	114316931	64.118
UNC6150909	3	124612679	54.681
UNC9796065	5	101799774	48.9443
UNC17564996	10	21989201	9.833
UNC3356988	2	76007988	44.8014
UNC5873287	3	102842123	45.247
UNC16805938	9	86468661	46.576
UNC22131845	13	11905359	4.4519
UNC11404230	6	76301678	33.009
UNC7284249	4	55055247	29.5534
UNC2392256	1	187735013	91.9317
UNC30274999	19	37506467	32.3056
UNC4912039	3	27035626	10.821
UNC10391772	5	147082064	86.7298
UNC110115344	11	77022370	46.1925
UNC27983369	17	49946729	25.862
JAX00383296	14	71162983	36.886
UNC140463041	14	74254396	39.1557
UNC10501087	6	6331280	2.5128
JAX00154369	7	93657582	51.859
UNC19786744	11	63990453	39.465
UNC14427333	8	31482204	18.754
UNC5212317	3	48845360	21.667
UNC190070295	19	47368685	39.5385
UNC4912288	3	27057748	10.821
UNC140223024	14	65344047	34.3082
UNC16626137	9	73489040	40.8148
JAX00143290	6	83414351	35.94
UNC3950877	2	129160377	62.7499
JAX00091880	2	19810192	14.0724
UNC2436812	1	191599384	96.5575
UNC266725	1	22634298	8.6852
UNC20802878	12	29236638	11.859
UNC070069629	7	32577716	19.3452
UNC29537065	18	70257157	44.2222
UNC26082394	15	90137744	45.052
UNC12401735	7	6844780	3.9698
UNC30500882	19	52966814	46.911
UNC29982703	19	17811822	12.863
UNC24670207	14	105386442	55.8661
UNC8328214	4	138463310	70.3101
JAX00572104	4	155610933	86.664
UNC8527015	4	155423951	86.167
UNC25445876	15	41681984	16.3303
UNC28737078	18	11993766	5.9995
UNC7992952	4	112951834	51.535
UNC13045339	7	67772473	37.1498
UNC30362865	19	43901603	36.667
UNC925655	1	72938415	36.943
JAX00674120	8	82378530	39.3433
UNC29541511	18	70544889	44.5139
backupUNC110087516	11	58901501	36.3576
JAX00714466	X	80676915	38.38
backupUNC041622616	4	141462982	74.2372
UNC2845235	2	33157837	22.2804
UNC26553133	16	28712882	19.683
UNC25655743	15	57096243	23.7967
UNC25695653	15	59977191	25.582
UNC21127581	12	53538434	22.617
JAX00101868	2	154286745	76.3807
UNC30558073	19	57031225	52.0861
JAX00173799	9	86377827	46.576
UNC30847755	X	57029966	30.7457
UNC18837573	10	119632264	67.5108
UNC16778784	9	84548836	45.88
UNC24837697	14	117032303	60.335
UNC22405512	13	35284186	14.3031
UNC16619894	9	73074366	40.08
JAX00105143	3	22035726	7.584
UNC2134023	1	167099752	74.4788
JAX00172982	9	75417100	42.296
UNC6606748	3	156372189	80.462
UNC2683686	2	19978983	14.3989
UNC28590074	17	90551258	59.887
UNC2035448	1	158534842	68.4772
JAX00030725	11	96754128	60.104
UNC17687323	10	31105972	17.264
UNC15463286	8	108160237	55.2493
UNC27200181	16	79291678	45.614
UNC30796430	X	47751580	25.411
UNC14588661	8	41552017	23.893
UNC19020728	11	7062134	4.7226
UNC20522764	11	120131869	83.963
UNC16859328	9	91316698	48.2449
UNC3276622	2	69427073	40.75
UNC11809533	6	108289724	49.762
JAX00110225	3	90132263	39.1995
UNC3297730	2	71022929	42.385
UNC13408268	7	94965713	52.117
UNC2970167	2	45438697	27.371
JAX00024734	11	15936526	8.7329
UNC30307171	19	40165283	34.245
JAX00108034	3	60844953	29.173
UNC16371343	9	52564945	29.122
